latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
34.451,-119.095,349.3,1.6,1.2,2017-12-06,2045,Aqua,MODIS,95,6.0NRT,294.5,102.2,D
34.454,-119.078,425.5,1.6,1.2,2017-12-06,2045,Aqua,MODIS,100,6.0NRT,326.6,856.5,D
34.458,-119.061,436.6,1.6,1.2,2017-12-06,2045,Aqua,MODIS,100,6.0NRT,316.5,1078.6,D
34.461,-119.042,349.5,1.6,1.2,2017-12-06,2045,Aqua,MODIS,96,6.0NRT,292.1,111.9,D
34.375,-119.423,337.7,1.7,1.3,2017-12-06,2045,Aqua,MODIS,78,6.0NRT,291,80.1,D
34.443,-119.077,337.4,1.6,1.2,2017-12-06,2045,Aqua,MODIS,82,6.0NRT,298.2,61,D
34.447,-119.059,390.4,1.6,1.2,2017-12-06,2045,Aqua,MODIS,100,6.0NRT,304.5,382.6,D
34.364,-119.421,384,1.7,1.3,2017-12-06,2045,Aqua,MODIS,0,6.0NRT,301.1,355.2,D
34.368,-119.403,364.2,1.7,1.3,2017-12-06,2045,Aqua,MODIS,89,6.0NRT,294.2,201.9,D
34.436,-119.053,346.7,1.6,1.2,2017-12-06,2045,Aqua,MODIS,94,6.0NRT,296.2,95.7,D
34.366,-119.415,383.7,1.7,1.3,2017-12-06,2045,Aqua,MODIS,0,6.0NRT,299.7,354.9,D
34.369,-119.397,351.5,1.7,1.3,2017-12-06,2045,Aqua,MODIS,91,6.0NRT,291.6,130.9,D
34.432,-119.065,328.7,1.6,1.2,2017-12-06,2045,Aqua,MODIS,61,6.0NRT,298.6,40.4,D
34.436,-119.045,330.7,1.6,1.2,2017-12-06,2045,Aqua,MODIS,78,6.0NRT,293.3,46.2,D
34.354,-119.354,341.6,1.7,1.3,2017-12-06,2045,Aqua,MODIS,71,6.0NRT,292.3,87.3,D
34.346,-119.333,320.8,1.7,1.3,2017-12-06,2045,Aqua,MODIS,72,6.0NRT,291.1,33.4,D
34.349,-119.317,313.8,1.7,1.3,2017-12-06,2045,Aqua,MODIS,45,6.0NRT,289.6,20.9,D
34.405,-119.024,354.3,1.6,1.2,2017-12-06,2045,Aqua,MODIS,97,6.0NRT,303.2,129.6,D
34.409,-119.007,335.4,1.6,1.2,2017-12-06,2045,Aqua,MODIS,86,6.0NRT,298.4,60.5,D
34.394,-119.022,325.4,1.6,1.2,2017-12-06,2045,Aqua,MODIS,82,6.0NRT,302,36,D
34.383,-119.02,319.2,1.6,1.2,2017-12-06,2045,Aqua,MODIS,77,6.0NRT,298.6,24.9,D
34.327,-119.4,389.8,1.5,1.2,2017-12-06,1910,Terra,MODIS,94,6.0NRT,291,355.2,D
34.319,-119.302,307.5,1.5,1.2,2017-12-06,1910,Terra,MODIS,19,6.0NRT,289,10.4,D
34.323,-119.319,337.3,1.5,1.2,2017-12-06,1910,Terra,MODIS,90,6.0NRT,292.3,65.2,D
34.335,-119.382,364.1,1.5,1.2,2017-12-06,1910,Terra,MODIS,0,6.0NRT,294.8,162.1,D
34.33,-119.299,338.1,1.5,1.2,2017-12-06,1910,Terra,MODIS,90,6.0NRT,291.6,69.9,D
34.351,-119.411,375.3,1.5,1.2,2017-12-06,1910,Terra,MODIS,0,6.0NRT,296.2,235.6,D
34.347,-119.331,326.2,1.5,1.2,2017-12-06,1910,Terra,MODIS,38,6.0NRT,292.1,35.8,D
34.35,-119.348,320.8,1.5,1.2,2017-12-06,1910,Terra,MODIS,42,6.0NRT,291,25.9,D
34.353,-119.363,319.5,1.5,1.2,2017-12-06,1910,Terra,MODIS,54,6.0NRT,290.7,24.8,D
34.362,-119.409,366.4,1.5,1.2,2017-12-06,1910,Terra,MODIS,94,6.0NRT,296.8,185,D
34.365,-119.425,363,1.5,1.2,2017-12-06,1910,Terra,MODIS,75,6.0NRT,295.8,167.9,D
34.361,-119.343,328.3,1.5,1.2,2017-12-06,1910,Terra,MODIS,36,6.0NRT,288.8,38.9,D
34.364,-119.359,349.9,1.5,1.2,2017-12-06,1910,Terra,MODIS,83,6.0NRT,290.4,104.5,D
34.37,-119.391,347.7,1.5,1.2,2017-12-06,1910,Terra,MODIS,95,6.0NRT,289.8,98.3,D
34.373,-119.407,373.8,1.5,1.2,2017-12-06,1910,Terra,MODIS,100,6.0NRT,295.5,229.7,D
34.376,-119.423,363.5,1.5,1.2,2017-12-06,1910,Terra,MODIS,94,6.0NRT,294.9,171.5,D
34.389,-119.004,319.5,1.6,1.2,2017-12-06,1910,Terra,MODIS,69,6.0NRT,296.5,24.9,D
34.392,-119.021,341.5,1.6,1.2,2017-12-06,1910,Terra,MODIS,92,6.0NRT,300.6,79.9,D
34.427,-119.202,308.6,1.5,1.2,2017-12-06,1910,Terra,MODIS,38,6.0NRT,291.5,11.8,D
34.324,-119.358,336.7,1.1,1.1,2017-12-06,0945,Aqua,MODIS,100,6.0NRT,291.6,44.6,N
34.335,-119.369,348.6,1.1,1.1,2017-12-06,0945,Aqua,MODIS,100,6.0NRT,294.7,67,N
34.336,-119.381,379.4,1.1,1.1,2017-12-06,0945,Aqua,MODIS,100,6.0NRT,298.4,180.2,N
34.316,-119.151,311.3,1.1,1,2017-12-06,0945,Aqua,MODIS,82,6.0NRT,285.9,15.7,N
34.335,-119.295,314.6,1.1,1.1,2017-12-06,0945,Aqua,MODIS,20,6.0NRT,279.4,17.2,N
34.336,-119.307,333.7,1.1,1.1,2017-12-06,0945,Aqua,MODIS,87,6.0NRT,285.1,40.9,N
34.347,-119.391,371.3,1.1,1.1,2017-12-06,0945,Aqua,MODIS,100,6.0NRT,292.4,144.8,N
34.349,-119.404,369.4,1.1,1.1,2017-12-06,0945,Aqua,MODIS,100,6.0NRT,289.2,137.9,N
34.326,-119.149,314.5,1.1,1,2017-12-06,0945,Aqua,MODIS,89,6.0NRT,285.6,18.1,N
34.347,-119.317,320.6,1.1,1.1,2017-12-06,0945,Aqua,MODIS,30,6.0NRT,285.6,22.6,N
34.349,-119.328,332.5,1.1,1.1,2017-12-06,0945,Aqua,MODIS,70,6.0NRT,285.4,38,N
34.356,-119.389,326.2,1.1,1.1,2017-12-06,0945,Aqua,MODIS,50,6.0NRT,292.6,29.7,N
34.358,-119.402,384.2,1.1,1.1,2017-12-06,0945,Aqua,MODIS,100,6.0NRT,300.2,205.7,N
34.36,-119.414,356.1,1.1,1.1,2017-12-06,0945,Aqua,MODIS,100,6.0NRT,287.1,93.1,N
34.357,-119.316,322.3,1.1,1.1,2017-12-06,0945,Aqua,MODIS,72,6.0NRT,283.3,25.8,N
34.361,-119.351,332.9,1.1,1.1,2017-12-06,0945,Aqua,MODIS,65,6.0NRT,287.1,38,N
34.363,-119.363,328.6,1.1,1.1,2017-12-06,0945,Aqua,MODIS,38,6.0NRT,287.8,31.1,N
34.364,-119.375,382.6,1.1,1.1,2017-12-06,0945,Aqua,MODIS,100,6.0NRT,294.6,195,N
34.366,-119.387,327.4,1.1,1.1,2017-12-06,0945,Aqua,MODIS,54,6.0NRT,286.5,30.5,N
34.367,-119.4,368,1.1,1.1,2017-12-06,0945,Aqua,MODIS,100,6.0NRT,296.3,132.3,N
34.369,-119.412,334.3,1.1,1.1,2017-12-06,0945,Aqua,MODIS,100,6.0NRT,285.2,42.9,N
34.367,-119.368,366,1.1,1.1,2017-12-06,0945,Aqua,MODIS,100,6.0NRT,288.6,123.5,N
34.369,-119.38,378.4,1.1,1.1,2017-12-06,0945,Aqua,MODIS,100,6.0NRT,288.5,175.5,N
34.37,-119.392,352.6,1.1,1.1,2017-12-06,0945,Aqua,MODIS,100,6.0NRT,289.5,83.3,N
34.372,-119.404,367.2,1.1,1.1,2017-12-06,0945,Aqua,MODIS,100,6.0NRT,292.3,132.1,N
34.387,-119.291,311,1.1,1.1,2017-12-06,0945,Aqua,MODIS,40,6.0NRT,279.9,15.1,N
34.412,-119.261,306.2,1.1,1.1,2017-12-06,0945,Aqua,MODIS,17,6.0NRT,282.1,10.6,N
34.391,-119.021,368.1,1.1,1,2017-12-06,0945,Aqua,MODIS,100,6.0NRT,291.9,127,N
34.392,-119.033,316.1,1.1,1,2017-12-06,0945,Aqua,MODIS,30,6.0NRT,283.5,17.6,N
34.398,-119.007,307.9,1.1,1,2017-12-06,0945,Aqua,MODIS,31,6.0NRT,284.8,11.4,N
34.4,-119.019,345.1,1.1,1,2017-12-06,0945,Aqua,MODIS,100,6.0NRT,287.8,62.3,N
34.418,-119.16,309.8,1.1,1,2017-12-06,0945,Aqua,MODIS,78,6.0NRT,284.3,14.4,N
34.42,-119.173,311.1,1.1,1.1,2017-12-06,0945,Aqua,MODIS,82,6.0NRT,285,15.7,N
34.423,-119.197,311.5,1.1,1.1,2017-12-06,0945,Aqua,MODIS,83,6.0NRT,283.7,16.2,N
34.429,-119.246,321.3,1.1,1.1,2017-12-06,0945,Aqua,MODIS,100,6.0NRT,279.9,25.5,N
34.411,-119.028,330.2,1.1,1,2017-12-06,0945,Aqua,MODIS,100,6.0NRT,286.5,36,N
34.412,-119.04,304,1.1,1,2017-12-06,0945,Aqua,MODIS,46,6.0NRT,281.5,10.1,N
34.428,-119.159,339,1.1,1,2017-12-06,0945,Aqua,MODIS,100,6.0NRT,289.8,51.3,N
34.429,-119.171,327.9,1.1,1.1,2017-12-06,0945,Aqua,MODIS,92,6.0NRT,287.5,32.4,N
34.431,-119.183,316.9,1.1,1.1,2017-12-06,0945,Aqua,MODIS,48,6.0NRT,283.2,19.1,N
34.432,-119.196,315.9,1.1,1.1,2017-12-06,0945,Aqua,MODIS,88,6.0NRT,278.9,19,N
34.437,-119.232,315,1.1,1.1,2017-12-06,0945,Aqua,MODIS,90,6.0NRT,278.8,18.7,N
34.418,-119.033,334.8,1.1,1,2017-12-06,0945,Aqua,MODIS,56,6.0NRT,286.3,41,N
34.433,-119.153,326.1,1.1,1,2017-12-06,0945,Aqua,MODIS,78,6.0NRT,283.4,29.5,N
34.434,-119.165,323.3,1.1,1.1,2017-12-06,0945,Aqua,MODIS,65,6.0NRT,282.4,25.6,N
34.425,-119.019,360.8,1.1,1,2017-12-06,0945,Aqua,MODIS,100,6.0NRT,291,102.8,N
34.427,-119.03,340.5,1.1,1,2017-12-06,0945,Aqua,MODIS,87,6.0NRT,287.6,51.3,N
34.447,-119.187,301.4,1.1,1.1,2017-12-06,0945,Aqua,MODIS,29,6.0NRT,279.3,8.1,N
34.435,-119.016,302.8,1.1,1,2017-12-06,0945,Aqua,MODIS,51,6.0NRT,282.7,9,N
34.436,-119.028,308.5,1.1,1,2017-12-06,0945,Aqua,MODIS,67,6.0NRT,283.2,12.4,N
34.439,-119.052,309.4,1.1,1,2017-12-06,0945,Aqua,MODIS,71,6.0NRT,282.1,13.1,N
34.441,-119.065,301.3,1.1,1,2017-12-06,0945,Aqua,MODIS,36,6.0NRT,282.6,8.1,N
34.45,-119.064,319.1,1.1,1,2017-12-06,0945,Aqua,MODIS,98,6.0NRT,285.1,22,N
34.467,-119.12,315.2,1.1,1,2017-12-06,0945,Aqua,MODIS,91,6.0NRT,286.5,19,N
34.469,-119.132,302.5,1.1,1,2017-12-06,0945,Aqua,MODIS,21,6.0NRT,283.9,8.3,N
34.476,-119.118,321.1,1.1,1,2017-12-06,0945,Aqua,MODIS,61,6.0NRT,291.8,23.7,N
34.478,-119.13,319.2,1.1,1,2017-12-06,0945,Aqua,MODIS,70,6.0NRT,288.5,20.9,N
34.479,-119.142,324.4,1.1,1,2017-12-06,0945,Aqua,MODIS,100,6.0NRT,285.8,28,N
34.481,-119.154,300.9,1.1,1.1,2017-12-06,0945,Aqua,MODIS,16,6.0NRT,282.2,6.9,N
34.486,-119.116,321.2,1.1,1,2017-12-06,0945,Aqua,MODIS,0,6.0NRT,293.7,22.6,N
34.487,-119.128,330.3,1.1,1,2017-12-06,0945,Aqua,MODIS,0,6.0NRT,296.5,33,N
34.489,-119.139,400,1.1,1,2017-12-06,0945,Aqua,MODIS,100,6.0NRT,309.1,295,N
34.49,-119.151,418.7,1.1,1.1,2017-12-06,0945,Aqua,MODIS,100,6.0NRT,297.5,448.9,N
34.492,-119.088,300.4,1.1,1,2017-12-06,0945,Aqua,MODIS,23,6.0NRT,277.5,8.3,N
34.493,-119.1,338.4,1.1,1,2017-12-06,0945,Aqua,MODIS,100,6.0NRT,288.1,51.4,N
34.495,-119.113,338.1,1.1,1,2017-12-06,0945,Aqua,MODIS,94,6.0NRT,298.9,49.4,N
34.496,-119.125,356.8,1.1,1,2017-12-06,0945,Aqua,MODIS,100,6.0NRT,303.1,92.2,N
34.498,-119.137,419.6,1.1,1,2017-12-06,0945,Aqua,MODIS,100,6.0NRT,304.4,457.9,N
34.5,-119.149,434,1.1,1.1,2017-12-06,0945,Aqua,MODIS,100,6.0NRT,294.3,615.1,N
34.504,-119.111,311.5,1.1,1,2017-12-06,0945,Aqua,MODIS,47,6.0NRT,281.8,16.3,N
34.506,-119.123,310.4,1.1,1,2017-12-06,0945,Aqua,MODIS,70,6.0NRT,278.5,15.7,N
34.509,-119.148,301,1.1,1.1,2017-12-06,0945,Aqua,MODIS,35,6.0NRT,276.5,9.3,N
35.151,-120.392,375.7,1,1,2017-09-20,2115,Aqua,MODIS,100,6.0NRT,313.5,130.2,D
35.152,-120.381,415.2,1,1,2017-09-20,2115,Aqua,MODIS,100,6.0NRT,313.6,357.2,D
34.492,-119.165,306,2.5,1.5,2017-12-06,0525,Terra,MODIS,33,6.0NRT,279.3,36.5,N
34.478,-119.164,434.8,2.5,1.5,2017-12-06,0525,Terra,MODIS,100,6.0NRT,300.6,2090.9,N
34.485,-119.132,440.2,2.5,1.5,2017-12-06,0525,Terra,MODIS,100,6.0NRT,306.7,2311.7,N
34.492,-119.1,317.2,2.5,1.5,2017-12-06,0525,Terra,MODIS,83,6.0NRT,278.3,66.3,N
34.463,-119.163,330.8,2.5,1.5,2017-12-06,0525,Terra,MODIS,95,6.0NRT,282.6,115.4,N
34.47,-119.132,406.7,2.5,1.5,2017-12-06,0525,Terra,MODIS,100,6.0NRT,299.9,1150.4,N
34.478,-119.099,403.5,2.5,1.5,2017-12-06,0525,Terra,MODIS,100,6.0NRT,291.8,1066.1,N
34.43,-119.184,326.7,2.6,1.5,2017-12-06,0525,Terra,MODIS,79,6.0NRT,283.6,95.7,N
34.455,-119.073,301.7,2.5,1.5,2017-12-06,0525,Terra,MODIS,25,6.0NRT,281.6,24.9,N
34.36,-119.429,327.7,2.7,1.6,2017-12-06,0525,Terra,MODIS,100,6.0NRT,284.1,113.7,N
34.367,-119.399,364.2,2.7,1.6,2017-12-06,0525,Terra,MODIS,100,6.0NRT,288.5,411.3,N
34.418,-119.176,329.1,2.6,1.5,2017-12-06,0525,Terra,MODIS,80,6.0NRT,287.3,107.6,N
34.423,-119.15,318.1,2.5,1.5,2017-12-06,0525,Terra,MODIS,36,6.0NRT,283.2,61.3,N
34.441,-119.071,316.1,2.5,1.5,2017-12-06,0525,Terra,MODIS,93,6.0NRT,282.9,61.7,N
34.464,-119.126,345.2,2.5,1.5,2017-12-06,0525,Terra,MODIS,100,6.0NRT,290,204.7,N
34.419,-119.202,325.5,2.6,1.5,2017-12-06,0525,Terra,MODIS,46,6.0NRT,285.5,93.1,N
34.424,-119.175,347.3,2.6,1.5,2017-12-06,0525,Terra,MODIS,100,6.0NRT,288.8,227.1,N
34.448,-119.068,315.6,2.5,1.5,2017-12-06,0525,Terra,MODIS,92,6.0NRT,283.2,62.9,N
34.362,-119.392,397.4,2.7,1.6,2017-12-06,0525,Terra,MODIS,100,6.0NRT,294.6,994.2,N
34.435,-119.061,338.7,2.5,1.5,2017-12-06,0525,Terra,MODIS,100,6.0NRT,281.6,168.9,N
34.442,-119.03,352.6,2.5,1.5,2017-12-06,0525,Terra,MODIS,100,6.0NRT,282.2,270,N
34.342,-119.42,336.7,2.7,1.6,2017-12-06,0525,Terra,MODIS,100,6.0NRT,285,160.9,N
34.348,-119.389,385.5,2.7,1.6,2017-12-06,0525,Terra,MODIS,100,6.0NRT,294.5,738.9,N
34.355,-119.358,337.1,2.6,1.6,2017-12-06,0525,Terra,MODIS,88,6.0NRT,288.2,158.2,N
34.421,-119.059,382.5,2.5,1.5,2017-12-06,0525,Terra,MODIS,100,6.0NRT,285.8,639,N
34.428,-119.027,427,2.5,1.5,2017-12-06,0525,Terra,MODIS,100,6.0NRT,298.3,1756,N
34.341,-119.355,348.5,2.6,1.6,2017-12-06,0525,Terra,MODIS,100,6.0NRT,289,243.2,N
34.348,-119.327,336.5,2.6,1.6,2017-12-06,0525,Terra,MODIS,100,6.0NRT,287.6,154.6,N
34.353,-119.303,312.4,2.6,1.6,2017-12-06,0525,Terra,MODIS,24,6.0NRT,283.3,48.1,N
34.321,-119.383,354.7,2.7,1.6,2017-12-06,0525,Terra,MODIS,100,6.0NRT,291.3,303.3,N
34.334,-119.324,365.5,2.6,1.6,2017-12-06,0525,Terra,MODIS,100,6.0NRT,289.1,425.6,N
34.339,-119.299,340.9,2.6,1.6,2017-12-06,0525,Terra,MODIS,100,6.0NRT,284.2,192.4,N
34.394,-119.054,303,2.5,1.5,2017-12-06,0525,Terra,MODIS,32,6.0NRT,281.7,27.3,N
34.4,-119.027,333.3,2.5,1.5,2017-12-06,0525,Terra,MODIS,100,6.0NRT,283.2,135.8,N
34.32,-119.321,363.2,2.6,1.6,2017-12-06,0525,Terra,MODIS,100,6.0NRT,289.4,402.9,N
34.38,-119.051,301,2.5,1.5,2017-12-06,0525,Terra,MODIS,25,6.0NRT,282.8,23.9,N
34.386,-119.025,315.6,2.5,1.5,2017-12-06,0525,Terra,MODIS,92,6.0NRT,283.4,62.1,N
34.316,-119.375,348.8,2.7,1.6,2017-12-06,0525,Terra,MODIS,100,6.0NRT,291.1,251.9,N
34.329,-119.317,386.3,2.6,1.6,2017-12-06,0525,Terra,MODIS,100,6.0NRT,291.7,752.3,N
34.334,-119.291,301.8,2.6,1.6,2017-12-06,0525,Terra,MODIS,43,6.0NRT,281.2,29.9,N
34.387,-119.046,320.2,2.5,1.5,2017-12-06,0525,Terra,MODIS,100,6.0NRT,283.1,75.7,N
34.393,-119.02,327.7,2.5,1.5,2017-12-06,0525,Terra,MODIS,100,6.0NRT,283.6,106.9,N
34.315,-119.314,300.6,2.6,1.6,2017-12-06,0525,Terra,MODIS,7,6.0NRT,282.6,27.5,N
34.318,-119.168,312.9,2.6,1.5,2017-12-06,0525,Terra,MODIS,86,6.0NRT,283,58.5,N
34.324,-119.142,306.1,2.6,1.5,2017-12-06,0525,Terra,MODIS,67,6.0NRT,283.7,38.6,N
35.117,-118.917,333.3,1.1,1,2017-10-05,1855,Terra,MODIS,82,6.0NRT,308.1,27.5,D
34.541,-120.52,309.7,1.3,1.1,2017-10-20,2130,Aqua,MODIS,31,6.0NRT,295.3,9.3,D
34.712,-120.441,355.3,1,1,2017-09-29,2110,Aqua,MODIS,97,6.0NRT,301.1,66.9,D
34.714,-120.43,334.5,1,1,2017-09-29,2110,Aqua,MODIS,83,6.0NRT,300.6,26.8,D
34.703,-120.439,323,1,1,2017-09-29,2110,Aqua,MODIS,67,6.0NRT,301.1,13.1,D
34.693,-120.448,325.8,1,1,2017-09-29,2110,Aqua,MODIS,73,6.0NRT,300.2,15,D
34.666,-120.442,329.6,1,1,2017-09-29,2110,Aqua,MODIS,78,6.0NRT,301.5,20.2,D
34.668,-120.431,336.8,1,1,2017-09-29,2110,Aqua,MODIS,85,6.0NRT,302.2,30.5,D
35.233,-119.599,309.3,1.1,1.1,2017-11-18,2055,Aqua,MODIS,63,6.0NRT,296,6.1,D
35.283,-118.912,305.4,1.1,1,2017-11-18,2055,Aqua,MODIS,40,6.0NRT,294.1,4.6,D
35.198,-118.861,317.1,1.1,1,2017-11-18,2055,Aqua,MODIS,74,6.0NRT,294.7,12.9,D
35.2,-118.849,312.5,1.1,1,2017-11-18,2055,Aqua,MODIS,67,6.0NRT,296.2,8.7,D
35.189,-118.858,326,1.1,1,2017-11-18,2055,Aqua,MODIS,82,6.0NRT,297.1,22.5,D
35.191,-118.847,315.6,1.1,1,2017-11-18,2055,Aqua,MODIS,68,6.0NRT,295.7,10.9,D
35.193,-118.849,324.3,2.4,1.5,2017-11-18,1920,Terra,MODIS,82,6.0NRT,291.7,75.5,D
34.379,-119.418,323.4,1.5,1.2,2017-12-07,2130,Aqua,MODIS,81,6.0NRT,292.7,32.4,D
34.421,-119.011,339.4,1.6,1.2,2017-12-07,2130,Aqua,MODIS,91,6.0NRT,299.8,68.2,D
34.423,-118.995,422,1.6,1.2,2017-12-07,2130,Aqua,MODIS,100,6.0NRT,310.4,782,D
34.361,-119.383,388.3,1.5,1.2,2017-12-07,2130,Aqua,MODIS,100,6.0NRT,301.3,326.2,D
34.363,-119.367,397.9,1.5,1.2,2017-12-07,2130,Aqua,MODIS,94,6.0NRT,301.4,417.8,D
34.364,-119.351,354,1.5,1.2,2017-12-07,2130,Aqua,MODIS,85,6.0NRT,291.7,114.7,D
34.352,-119.365,315.6,1.5,1.2,2017-12-07,2130,Aqua,MODIS,25,6.0NRT,291.7,15.3,D
34.353,-119.35,353.1,1.5,1.2,2017-12-07,2130,Aqua,MODIS,97,6.0NRT,294.2,113.6,D
34.355,-119.333,331.2,1.5,1.2,2017-12-07,2130,Aqua,MODIS,77,6.0NRT,291.2,42.8,D
34.344,-119.332,320.8,1.5,1.2,2017-12-07,2130,Aqua,MODIS,34,6.0NRT,293,22.3,D
34.332,-119.304,317.5,1.5,1.2,2017-12-07,2130,Aqua,MODIS,47,6.0NRT,295.6,17.7,D
34.52,-119.252,352.4,1.5,1.2,2017-12-07,2130,Aqua,MODIS,97,6.0NRT,293.3,110.2,D
34.521,-119.237,360.1,1.5,1.2,2017-12-07,2130,Aqua,MODIS,100,6.0NRT,295,145.5,D
34.507,-119.266,327.7,1.5,1.2,2017-12-07,2130,Aqua,MODIS,22,6.0NRT,292.9,30.3,D
34.509,-119.25,489.1,1.5,1.2,2017-12-07,2130,Aqua,MODIS,100,6.0NRT,335.3,2482,D
34.51,-119.236,498.5,1.5,1.2,2017-12-07,2130,Aqua,MODIS,100,6.0NRT,400.1,2871.7,D
34.512,-119.221,346.3,1.5,1.2,2017-12-07,2130,Aqua,MODIS,88,6.0NRT,299,82.4,D
34.515,-119.188,343.1,1.5,1.2,2017-12-07,2130,Aqua,MODIS,86,6.0NRT,295.1,77.4,D
34.49,-119.327,385.2,1.5,1.2,2017-12-07,2130,Aqua,MODIS,100,6.0NRT,294.2,301.7,D
34.492,-119.31,433.3,1.5,1.2,2017-12-07,2130,Aqua,MODIS,100,6.0NRT,310.9,921.6,D
34.493,-119.295,381.9,1.5,1.2,2017-12-07,2130,Aqua,MODIS,100,6.0NRT,308.4,273,D
34.495,-119.281,409.2,1.5,1.2,2017-12-07,2130,Aqua,MODIS,100,6.0NRT,307.8,545.7,D
34.496,-119.266,443.4,1.5,1.2,2017-12-07,2130,Aqua,MODIS,100,6.0NRT,314.9,1124.9,D
34.498,-119.251,407.3,1.5,1.2,2017-12-07,2130,Aqua,MODIS,100,6.0NRT,300.6,523.2,D
34.499,-119.234,402.2,1.5,1.2,2017-12-07,2130,Aqua,MODIS,100,6.0NRT,308.7,466.1,D
34.506,-119.171,328.9,1.5,1.2,2017-12-07,2130,Aqua,MODIS,57,6.0NRT,293,38,D
34.479,-119.328,428.8,1.5,1.2,2017-12-07,2130,Aqua,MODIS,100,6.0NRT,300.7,834.3,D
34.481,-119.309,395.1,1.5,1.2,2017-12-07,2130,Aqua,MODIS,100,6.0NRT,299.3,385.3,D
34.484,-119.278,378.8,1.5,1.2,2017-12-07,2130,Aqua,MODIS,100,6.0NRT,297,241.8,D
34.486,-119.263,339.6,1.5,1.2,2017-12-07,2130,Aqua,MODIS,87,6.0NRT,287.7,52.5,D
34.468,-119.325,341.1,1.5,1.2,2017-12-07,2130,Aqua,MODIS,76,6.0NRT,287.9,61.3,D
34.473,-119.274,342.2,1.5,1.2,2017-12-07,2130,Aqua,MODIS,76,6.0NRT,291.2,63.2,D
34.456,-119.337,347.5,1.5,1.2,2017-12-07,2130,Aqua,MODIS,82,6.0NRT,290,86.8,D
34.458,-119.321,361.1,1.5,1.2,2017-12-07,2130,Aqua,MODIS,100,6.0NRT,293.3,143.6,D
34.461,-119.288,359.5,1.5,1.2,2017-12-07,2130,Aqua,MODIS,99,6.0NRT,294.7,137.4,D
34.481,-119.084,337.7,1.5,1.2,2017-12-07,2130,Aqua,MODIS,90,6.0NRT,297.5,66.3,D
34.483,-119.065,337.7,1.6,1.2,2017-12-07,2130,Aqua,MODIS,90,6.0NRT,291.2,69.7,D
34.447,-119.319,355.3,1.5,1.2,2017-12-07,2130,Aqua,MODIS,98,6.0NRT,295.3,122.3,D
34.461,-119.173,324.5,1.5,1.2,2017-12-07,2130,Aqua,MODIS,67,6.0NRT,300.1,26.5,D
34.471,-119.08,333.2,1.5,1.2,2017-12-07,2130,Aqua,MODIS,88,6.0NRT,299.7,50.6,D
34.473,-119.061,379,1.6,1.2,2017-12-07,2130,Aqua,MODIS,100,6.0NRT,303.2,274.5,D
34.474,-119.045,340.3,1.6,1.2,2017-12-07,2130,Aqua,MODIS,91,6.0NRT,291.6,77.7,D
34.462,-119.058,375.3,1.6,1.2,2017-12-07,2130,Aqua,MODIS,100,6.0NRT,303.2,243.2,D
34.463,-119.043,375.9,1.6,1.2,2017-12-07,2130,Aqua,MODIS,100,6.0NRT,297.9,252.5,D
34.461,-119.053,390.3,1.6,1.2,2017-12-07,2130,Aqua,MODIS,100,6.0NRT,305.6,368.9,D
34.463,-119.038,348.8,1.6,1.2,2017-12-07,2130,Aqua,MODIS,92,6.0NRT,293.2,104.6,D
34.451,-119.05,324.4,1.6,1.2,2017-12-07,2130,Aqua,MODIS,48,6.0NRT,298.8,30.9,D
34.433,-118.999,337.8,1.6,1.2,2017-12-07,2130,Aqua,MODIS,90,6.0NRT,296.1,68.3,D
34.378,-119.434,324.6,1.5,1.2,2017-12-07,2130,Aqua,MODIS,71,6.0NRT,293.7,34.3,D
34.347,-119.33,330.7,2.6,1.6,2017-12-07,1815,Terra,MODIS,87,6.0NRT,296.9,102.1,D
34.361,-119.332,329.1,2.6,1.6,2017-12-07,1815,Terra,MODIS,72,6.0NRT,294.2,91.8,D
34.363,-119.358,350.8,2.6,1.6,2017-12-07,1815,Terra,MODIS,84,6.0NRT,296.5,241.7,D
34.365,-119.387,316,2.6,1.6,2017-12-07,1815,Terra,MODIS,45,6.0NRT,294.3,42.5,D
34.381,-119.415,334.1,2.6,1.6,2017-12-07,1815,Terra,MODIS,73,6.0NRT,294.2,127.7,D
34.384,-119.444,340.5,2.7,1.6,2017-12-07,1815,Terra,MODIS,60,6.0NRT,295.1,174.4,D
34.352,-119.325,339.8,2.6,1.6,2017-12-07,1815,Terra,MODIS,80,6.0NRT,296.2,151.3,D
34.354,-119.352,340.4,2.6,1.6,2017-12-07,1815,Terra,MODIS,59,6.0NRT,297.1,146.4,D
34.389,-119.439,335.3,2.7,1.6,2017-12-07,1815,Terra,MODIS,64,6.0NRT,294,136.3,D
34.397,-118.989,360.2,2.5,1.5,2017-12-07,1815,Terra,MODIS,100,6.0NRT,297.4,308.8,D
34.425,-119.004,323.1,2.5,1.5,2017-12-07,1815,Terra,MODIS,31,6.0NRT,299.3,59.5,D
34.45,-119.316,333.5,2.6,1.6,2017-12-07,1815,Terra,MODIS,50,6.0NRT,294,114.2,D
34.454,-119.368,345.5,2.6,1.6,2017-12-07,1815,Terra,MODIS,94,6.0NRT,295.4,208.6,D
34.468,-119.364,357.4,2.6,1.6,2017-12-07,1815,Terra,MODIS,89,6.0NRT,305.4,303.9,D
