latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp
35.141,-118.847,323.7,1.1,1.1,2000-11-07,1911,Terra,MODIS,81,6.1,293.7,22.2
35.12,-119.022,310.5,1,1,2000-11-09,1859,Terra,MODIS,54,6.1,288,7.5
34.423,-118.92,309.1,1.3,1.1,2000-11-27,1846,Terra,MODIS,56,6.1,283.4,10.2
34.376,-118.997,310.3,2,1.4,2000-11-28,1929,Terra,MODIS,64,6.1,295,18.5
34.372,-118.976,323.1,2,1.4,2000-11-28,1929,Terra,MODIS,80,6.1,295.3,50.3
34.474,-119.286,301.5,1.3,1.1,2000-11-30,1916,Terra,MODIS,44,6.1,290.8,5.3
34.527,-120.441,357,1,1,2000-12-02,1904,Terra,MODIS,98,6.1,297.9,76.8
34.526,-120.43,327.5,1,1,2000-12-02,1904,Terra,MODIS,85,6.1,297.5,23.7
35.192,-118.856,306.1,1.1,1,2000-12-09,1910,Terra,MODIS,63,6.1,269.4,10.6
34.657,-120.154,308,1.1,1,2000-12-11,1858,Terra,MODIS,63,6.1,271.5,12.2
34.461,-118.871,324.4,1,1,2000-12-18,1904,Terra,MODIS,83,6.1,292.1,21.7
34.459,-118.86,328.5,1,1,2000-12-18,1904,Terra,MODIS,86,6.1,293.6,26.8
34.448,-118.85,307.9,1,1,2000-12-18,1904,Terra,MODIS,12,6.1,290.8,5.8
34.525,-120.428,397.3,1.2,1.1,2000-12-20,1852,Terra,MODIS,100,6.1,305.8,325.2
34.523,-120.415,343,1.2,1.1,2000-12-20,1852,Terra,MODIS,93,6.1,297.9,63.4
34.515,-120.43,308.1,1.2,1.1,2000-12-20,1852,Terra,MODIS,48,6.1,296.3,7.7
34.913,-119.53,309.6,2.3,1.5,2000-12-21,1935,Terra,MODIS,68,6.1,297,18.4
34.332,-119.03,333.3,1.1,1.1,2000-12-25,1910,Terra,MODIS,88,6.1,290.7,37.7
34.33,-119.018,321.1,1.1,1.1,2000-12-25,1910,Terra,MODIS,81,6.1,294.7,20.8
34.328,-119.006,306.7,1.1,1.1,2000-12-25,1910,Terra,MODIS,52,6.1,295,7
34.993,-118.927,302.5,1,1,2001-01-12,1857,Terra,MODIS,52,6.1,283.8,6.4
34.84,-118.904,311.7,1.3,1.1,2001-01-16,0630,Terra,MODIS,83,6.1,268.9,24.8
34.268,-119.099,304.4,2.5,1.5,2001-01-22,1934,Terra,MODIS,37,6.1,289.2,17.9
34.262,-119.073,313.7,2.5,1.5,2001-01-22,1934,Terra,MODIS,74,6.1,289.2,42.9
34.268,-119.077,317.2,2.5,1.5,2001-01-22,1934,Terra,MODIS,77,6.1,289.3,56.4
35.018,-118.826,307.1,1.5,1.2,2001-01-23,1839,Terra,MODIS,65,6.1,287.1,14.1
34.779,-120.42,310.2,1.6,1.2,2001-01-31,1928,Terra,MODIS,70,6.1,290.5,18.3
34.775,-120.416,318.3,1.2,1.1,2001-02-06,1851,Terra,MODIS,78,6.1,289.4,20
34.773,-120.402,308.3,1.2,1.1,2001-02-06,1851,Terra,MODIS,36,6.1,288.7,8.8
35.096,-118.832,302.9,1.5,1.2,2001-02-08,1839,Terra,MODIS,52,6.1,289.6,5.8
34.196,-118.828,304.8,1.5,1.2,2001-02-08,1839,Terra,MODIS,60,6.1,289.3,9.4
35.182,-118.798,303.5,2,1.4,2001-02-16,1927,Terra,MODIS,30,6.1,290.7,8.9
35.244,-118.881,317.7,1.3,1.1,2001-02-18,1915,Terra,MODIS,78,6.1,291.5,17.6
35.289,-119.257,310.2,1,1,2001-03-08,1902,Terra,MODIS,56,6.1,295.5,4.2
34.376,-118.965,316.1,1.3,1.1,2001-03-19,1844,Terra,MODIS,59,6.1,303.9,8.8
34.399,-118.73,311.2,2.1,1.4,2001-03-20,1927,Terra,MODIS,65,6.1,293.7,20.6
34.626,-120.042,308.6,1.2,1.1,2001-03-22,1914,Terra,MODIS,66,6.1,294,5.2
35.235,-118.899,315.7,3.1,1.7,2001-03-23,1819,Terra,MODIS,51,6.1,296.5,38.3
35.105,-119.122,347.5,1,1,2001-03-24,1902,Terra,MODIS,94,6.1,300.3,47.5
35.103,-119.111,317.3,1,1,2001-03-24,1902,Terra,MODIS,61,6.1,302.1,5.1
34.935,-119.781,311.2,1,1,2001-03-24,1902,Terra,MODIS,53,6.1,299.8,4
35.168,-120.623,311.3,1.3,1.1,2001-03-26,1850,Terra,MODIS,62,6.1,296.1,11.1
34.062,-118.895,324.1,1,1,2001-04-02,1856,Terra,MODIS,79,6.1,293.5,19.3
34.055,-118.907,328.3,1,1,2001-04-02,1856,Terra,MODIS,42,6.1,294.5,22.6
34.053,-118.897,329,1,1,2001-04-02,1856,Terra,MODIS,48,6.1,294.6,23.7
35.053,-120.615,301.5,3,1.6,2001-04-10,1944,Terra,MODIS,0,6.1,289.5,17.6
34.593,-119.833,306.4,1.7,1.3,2001-04-13,1837,Terra,MODIS,32,6.1,292.8,8.8
34.582,-119.834,317.1,1.7,1.3,2001-04-13,1837,Terra,MODIS,74,6.1,293.8,27.8
34.392,-118.961,313.6,1.5,1.2,2001-04-13,1837,Terra,MODIS,64,6.1,301.4,10.4
34.186,-118.836,320.5,1.5,1.2,2001-04-13,1837,Terra,MODIS,69,6.1,299.5,20.2
34.185,-118.82,314.5,1.5,1.2,2001-04-13,1837,Terra,MODIS,44,6.1,298.8,11
34.167,-119.097,314.5,1.5,1.2,2001-04-13,1837,Terra,MODIS,57,6.1,299.9,11.2
34.259,-119.117,314.1,1.1,1.1,2001-04-16,1908,Terra,MODIS,16,6.1,299.7,5.6
34.249,-119.119,320.5,1.1,1.1,2001-04-16,1908,Terra,MODIS,72,6.1,300.8,12.8
35.011,-118.914,322.1,1,1,2001-04-18,1855,Terra,MODIS,69,6.1,301.9,8.8
35.008,-118.925,318.9,1.3,1.1,2001-04-23,1914,Terra,MODIS,51,6.1,304.3,9.6
35.006,-118.783,325.8,1.1,1,2001-04-27,1849,Terra,MODIS,40,6.1,312.5,11.4
34.28,-118.926,320.2,1.1,1.1,2001-05-02,1908,Terra,MODIS,74,6.1,301.4,13.2
35.014,-118.777,347.4,1.1,1.1,2001-05-18,1907,Terra,MODIS,91,6.1,317.4,41.8
34.391,-118.728,318.7,1,1,2001-06-05,1854,Terra,MODIS,50,6.1,301.3,8.3
34.15,-119.105,340.2,1,1,2001-06-05,1855,Terra,MODIS,88,6.1,301.6,32.7
34.149,-119.094,347.4,1,1,2001-06-05,1855,Terra,MODIS,93,6.1,305,45.7
34.941,-120.449,318.6,1.1,1.1,2001-06-09,0627,Terra,MODIS,97,6.1,287.6,21.8
34.94,-120.461,355.9,1.1,1.1,2001-06-09,0627,Terra,MODIS,100,6.1,288.3,92.1
35.27,-119.472,335.3,1.2,1.1,2001-06-10,1912,Terra,MODIS,44,6.1,321.6,13.4
35.279,-119.488,308.9,1,1,2001-06-11,0615,Terra,MODIS,76,6.1,294.3,8.4
35.231,-118.981,337.5,1.5,1.2,2001-07-03,1918,Terra,MODIS,75,6.1,309,37
35.227,-118.965,334.8,1.5,1.2,2001-07-03,1918,Terra,MODIS,69,6.1,310.4,29
35.226,-118.971,341,1.5,1.2,2001-07-03,1918,Terra,MODIS,81,6.1,310.7,47.9
34.389,-118.984,317.3,2,1.4,2001-07-10,1924,Terra,MODIS,49,6.1,299.8,22.1
34.762,-120.555,315.4,2,1.4,2001-07-17,1930,Terra,MODIS,60,6.1,291.7,23.5
34.256,-119.131,327.2,1.5,1.2,2001-07-18,1835,Terra,MODIS,72,6.1,305.7,25
35.049,-120.562,319,1.3,1.1,2001-07-19,1918,Terra,MODIS,50,6.1,301.5,12.2
34.885,-120.388,325.8,1.1,1,2001-07-23,1853,Terra,MODIS,70,6.1,308.7,11.1
34.172,-119.113,324.6,2.4,1.5,2001-08-21,1822,Terra,MODIS,70,6.1,295.9,49.1
34.178,-119.12,325.1,2.4,1.5,2001-08-21,1822,Terra,MODIS,68,6.1,296.8,52.1
34.185,-119.115,321.3,1.1,1.1,2001-08-22,1905,Terra,MODIS,50,6.1,303,9.8
34.177,-119.129,319.5,1.1,1.1,2001-08-22,1905,Terra,MODIS,44,6.1,303.3,6.2
34.175,-119.117,337.8,1.1,1.1,2001-08-22,1905,Terra,MODIS,87,6.1,303.3,33.8
34.26,-119.099,318.1,2.4,1.5,2001-09-06,1821,Terra,MODIS,55,6.1,298,29.4
34.384,-118.949,317.7,1.9,1.3,2001-09-13,1827,Terra,MODIS,47,6.1,304.7,16.6
35.289,-118.97,320.2,3.8,1.8,2001-09-17,1940,Terra,MODIS,54,6.1,305.1,36.9
34.924,-119.559,324.2,1,1,2001-09-25,1851,Terra,MODIS,64,6.1,307.9,11.2
34.923,-119.548,340.3,1,1,2001-09-25,1851,Terra,MODIS,87,6.1,308.8,34.7
34.501,-120.464,320.2,2.5,1.5,2001-09-26,1934,Terra,MODIS,45,6.1,305.8,31.3
34.508,-120.468,305.6,1.6,1.2,2001-09-27,0636,Terra,MODIS,65,6.1,292.6,12.8
34.159,-119.131,323.9,1.3,1.1,2001-09-27,1839,Terra,MODIS,63,6.1,308.8,13.1
35.131,-119.005,323.4,1.3,1.1,2001-09-30,1909,Terra,MODIS,40,6.1,310.7,11.6
34.932,-119.545,319.1,2.3,1.5,2001-10-05,1928,Terra,MODIS,69,6.1,303.4,24.9
34.92,-119.549,343.9,2.3,1.5,2001-10-05,1928,Terra,MODIS,92,6.1,304.3,133.8
34.915,-119.526,325.6,2.3,1.5,2001-10-05,1928,Terra,MODIS,79,6.1,301.2,45.5
34.406,-118.961,323.7,1.1,1.1,2001-10-09,1903,Terra,MODIS,79,6.1,298.9,18.9
34.406,-118.962,318.2,1,1,2001-10-11,1851,Terra,MODIS,73,6.1,286.4,12
34.154,-119.132,314.3,1,1,2001-10-11,1851,Terra,MODIS,49,6.1,295.1,7.2
34.152,-119.121,326.9,1,1,2001-10-11,1851,Terra,MODIS,78,6.1,295.6,19.8
34.515,-118.503,312.3,3.4,1.7,2001-10-12,1934,Terra,MODIS,52,6.1,300.1,36.9
34.5,-118.506,363.2,3.4,1.7,2001-10-12,1934,Terra,MODIS,100,6.1,305.3,528.7
34.505,-118.51,344.5,3.4,1.7,2001-10-12,1934,Terra,MODIS,93,6.1,302.6,269.9
34.489,-118.514,353.6,3.4,1.7,2001-10-12,1934,Terra,MODIS,97,6.1,301.7,379.2
34.474,-118.519,363.4,3.4,1.7,2001-10-12,1934,Terra,MODIS,100,6.1,299,532.4
34.499,-118.504,336.3,2.1,1.4,2001-10-13,0636,Terra,MODIS,100,6.1,291.1,116.9
34.497,-118.527,325.6,2.1,1.4,2001-10-13,0636,Terra,MODIS,100,6.1,288.8,74.5
34.511,-118.507,333.6,2.1,1.4,2001-10-13,0636,Terra,MODIS,100,6.1,289.1,105.3
34.499,-118.511,335.2,2.1,1.4,2001-10-13,0636,Terra,MODIS,100,6.1,291.7,112.4
34.497,-118.533,306.3,2.1,1.4,2001-10-13,0636,Terra,MODIS,68,6.1,287.6,24.1
34.511,-118.513,327.9,2.1,1.4,2001-10-13,0636,Terra,MODIS,100,6.1,288.7,81.4
34.506,-118.501,336.5,1.2,1.1,2001-10-13,1839,Terra,MODIS,56,6.1,317.3,28.8
34.152,-119.119,311,1,1,2001-10-18,1857,Terra,MODIS,35,6.1,293.5,5.7
34.276,-118.973,310.7,1.6,1.3,2001-10-23,1915,Terra,MODIS,53,6.1,297,13.5
34.273,-118.955,308.8,1.6,1.3,2001-10-23,1915,Terra,MODIS,34,6.1,296.4,10.3
34.613,-120.397,312.3,1,1,2001-10-25,1903,Terra,MODIS,46,6.1,297.9,5.7
34.611,-120.386,312.5,1,1,2001-10-25,1903,Terra,MODIS,44,6.1,298.1,5.8
34.595,-120.401,318.2,1,1,2001-10-25,1903,Terra,MODIS,70,6.1,297.1,11.7
35.211,-118.889,307.9,1.3,1.1,2001-11-01,1908,Terra,MODIS,51,6.1,295,6.8
34.389,-118.855,311.9,1.3,1.1,2001-11-01,1908,Terra,MODIS,66,6.1,295.1,12.5
34.386,-118.841,309.2,1.3,1.1,2001-11-01,1908,Terra,MODIS,53,6.1,294.9,9.8
34.374,-118.947,304.3,1.3,1.1,2001-11-01,1908,Terra,MODIS,36,6.1,293.2,5.6
34.376,-119.02,328.3,1.3,1.1,2001-11-01,1908,Terra,MODIS,84,6.1,295.1,36
34.394,-119.175,305,1.3,1.1,2001-11-01,1908,Terra,MODIS,41,6.1,294.4,5.9
34.306,-118.913,311.2,1.3,1.1,2001-11-01,1908,Terra,MODIS,64,6.1,295.4,11
34.288,-119.048,310.3,1.3,1.1,2001-11-01,1908,Terra,MODIS,63,6.1,294.1,10.3
34.286,-119.035,316,1.3,1.1,2001-11-01,1908,Terra,MODIS,72,6.1,294.4,17
34.201,-119.019,313.8,1.3,1.1,2001-11-01,1908,Terra,MODIS,68,6.1,296.6,13.1
34.366,-119.02,308.7,3.1,1.7,2001-11-02,1813,Terra,MODIS,35,6.1,288.2,35.5
35.174,-120.519,309.6,1,1,2001-11-10,1902,Terra,MODIS,41,6.1,290.9,7.6
34.442,-119.164,304.5,1.3,1.1,2001-11-14,1837,Terra,MODIS,45,6.1,294,5.5
34.318,-119.15,328.1,1.3,1.1,2001-11-14,1837,Terra,MODIS,85,6.1,293.8,33.2
34.32,-119.156,316.9,1.3,1.1,2001-11-14,1837,Terra,MODIS,75,6.1,293.6,18
34.318,-119.142,318.1,1.3,1.1,2001-11-14,1837,Terra,MODIS,76,6.1,293.6,19.6
34.287,-119.049,317.8,1.3,1.1,2001-11-14,1837,Terra,MODIS,76,6.1,293.6,18.4
34.28,-118.995,306.8,1.3,1.1,2001-11-14,1837,Terra,MODIS,56,6.1,294,6.9
34.279,-118.981,316.5,1.3,1.1,2001-11-14,1837,Terra,MODIS,74,6.1,294,17
34.203,-119.028,312.9,1.3,1.1,2001-11-14,1837,Terra,MODIS,68,6.1,293.2,12.9
34.201,-119.014,311.7,1.3,1.1,2001-11-14,1837,Terra,MODIS,66,6.1,293.1,11.6
34.445,-118.716,310.6,1.8,1.3,2001-11-16,1825,Terra,MODIS,70,6.1,289.2,20
34.383,-118.897,311,1.9,1.3,2001-11-16,1825,Terra,MODIS,62,6.1,292.1,19.4
34.371,-118.897,313,1.9,1.3,2001-11-16,1825,Terra,MODIS,73,6.1,292.7,24
34.405,-118.771,350.6,1.1,1,2001-11-21,1843,Terra,MODIS,96,6.1,292.9,66.8
34.404,-118.76,310,1.1,1,2001-11-21,1843,Terra,MODIS,59,6.1,288.3,7.5
34.393,-118.804,306,1.1,1,2001-11-21,1843,Terra,MODIS,52,6.1,291.5,5.9
34.362,-119.155,310.3,1.1,1,2001-11-21,1843,Terra,MODIS,53,6.1,277.6,12.5
34.389,-118.801,300.4,1.1,1.1,2001-11-26,1902,Terra,MODIS,36,6.1,285.5,6.1
34.986,-118.85,302.5,1.2,1.1,2001-11-30,1837,Terra,MODIS,40,6.1,285.9,7.6
34.382,-118.88,310.5,1,1,2001-12-05,1855,Terra,MODIS,70,6.1,280.3,13.1
34.433,-119.558,319.1,1.1,1.1,2001-12-07,1843,Terra,MODIS,79,6.1,293.4,18.1
34.432,-119.546,306.9,1.1,1.1,2001-12-07,1843,Terra,MODIS,64,6.1,293.7,6.8
35.006,-118.78,303.4,1.1,1.1,2001-12-12,1901,Terra,MODIS,56,6.1,286.5,7.8
34.658,-120.425,306.8,4.8,2,2001-12-13,1806,Terra,MODIS,64,6.1,282.5,90.3
34.66,-120.431,304.8,4.8,2,2001-12-13,1806,Terra,MODIS,60,6.1,282.5,78.4
34.654,-120.411,311.2,3.9,1.8,2001-12-13,1944,Terra,MODIS,47,6.1,286.7,82
34.648,-120.418,312.5,3.9,1.8,2001-12-13,1944,Terra,MODIS,54,6.1,287,90.6
34.14,-119.118,325.3,2,1.4,2001-12-18,1824,Terra,MODIS,84,6.1,289.6,60
34.138,-119.097,305.8,2,1.4,2001-12-18,1824,Terra,MODIS,62,6.1,289.1,16.3
34.127,-119.12,307.9,2,1.4,2001-12-18,1824,Terra,MODIS,61,6.1,287.6,19.3
34.761,-118.555,310.7,1.1,1,2002-01-08,1842,Terra,MODIS,70,6.1,285.6,10.5
34.759,-118.543,300.5,1.1,1,2002-01-08,1842,Terra,MODIS,31,6.1,285.3,3.7
34.381,-118.889,309.4,1.1,1,2002-01-08,1842,Terra,MODIS,67,6.1,284.6,10.1
34.327,-118.893,305.8,1.1,1,2002-01-08,1842,Terra,MODIS,57,6.1,288.3,6.6
34.325,-118.881,308.8,1.1,1,2002-01-08,1842,Terra,MODIS,64,6.1,289.3,8.7
34.599,-119.463,302.2,1.5,1.2,2002-01-11,1912,Terra,MODIS,51,6.1,290.3,9.1
34.607,-119.479,322.8,2.6,1.6,2002-01-12,1817,Terra,MODIS,82,6.1,289.5,81.7
34.605,-119.449,302.1,2.6,1.6,2002-01-12,1817,Terra,MODIS,41,6.1,287.7,16.1
34.593,-119.481,308.4,2.6,1.6,2002-01-12,1817,Terra,MODIS,33,6.1,289.5,27.8
34.589,-119.467,317.5,1.1,1,2002-01-13,1900,Terra,MODIS,78,6.1,288.2,17.1
34.587,-119.456,361.8,1.1,1,2002-01-13,1900,Terra,MODIS,100,6.1,293.5,101.3
34.783,-118.645,308.4,1.2,1.1,2002-01-17,1835,Terra,MODIS,67,6.1,288,11.2
34.366,-118.997,317.6,1.3,1.1,2002-01-17,1835,Terra,MODIS,78,6.1,286.8,22.8
34.365,-118.984,319.8,1.3,1.1,2002-01-17,1835,Terra,MODIS,80,6.1,286.4,25.8
34.175,-119.097,309.6,1.3,1.1,2002-01-17,1836,Terra,MODIS,64,6.1,288.8,11
34.165,-119.099,320.5,1.3,1.1,2002-01-17,1836,Terra,MODIS,80,6.1,289.3,24.6
34.489,-120.473,322.5,1.6,1.2,2002-01-18,1918,Terra,MODIS,62,6.1,289.5,43.4
35.204,-119.125,314.8,1,1,2002-01-22,1854,Terra,MODIS,75,6.1,285.8,14
34.398,-118.812,328.8,1,1,2002-01-22,1854,Terra,MODIS,86,6.1,277.2,31.1
34.396,-118.801,321.8,1,1,2002-01-22,1854,Terra,MODIS,81,6.1,277.6,22.9
34.652,-120.158,301.6,1,1,2002-02-14,1859,Terra,MODIS,48,6.1,290.6,3.5
34.65,-120.147,310,1,1,2002-02-14,1859,Terra,MODIS,69,6.1,291.6,9
34.217,-119.226,306.4,1.1,1,2002-02-14,1859,Terra,MODIS,58,6.1,290.7,6
34.397,-118.737,304.9,2.1,1.4,2002-02-19,1918,Terra,MODIS,57,6.1,286.8,18.8
34.393,-118.715,319.6,2.1,1.4,2002-02-19,1918,Terra,MODIS,79,6.1,286.9,52.3
34.37,-118.932,301.4,2,1.4,2002-02-19,1918,Terra,MODIS,40,6.1,286.8,11.5
34.47,-119.874,314.5,1.2,1.1,2002-02-21,1905,Terra,MODIS,69,6.1,296.4,12.7
34.46,-119.876,307.3,1.2,1.1,2002-02-21,1905,Terra,MODIS,41,6.1,296.2,5.4
34.22,-119.105,315.2,1.3,1.1,2002-02-21,1905,Terra,MODIS,66,6.1,296.9,12.4
34.218,-119.091,319.6,1.3,1.1,2002-02-21,1905,Terra,MODIS,73,6.1,297.8,18.1
35.125,-119.348,324.1,1.5,1.2,2002-02-28,1911,Terra,MODIS,77,6.1,303.7,22.4
34.573,-119.801,311.2,1.4,1.2,2002-02-28,1911,Terra,MODIS,48,6.1,297.4,10.1
34.571,-119.787,311.3,1.4,1.2,2002-02-28,1911,Terra,MODIS,52,6.1,295.7,10.4
34.563,-119.804,371.5,1.4,1.2,2002-02-28,1911,Terra,MODIS,100,6.1,300.4,196.7
34.56,-119.789,383.7,1.4,1.2,2002-02-28,1911,Terra,MODIS,100,6.1,302.9,278.7
34.566,-119.793,384.6,1.4,1.2,2002-02-28,1911,Terra,MODIS,100,6.1,303.8,285.4
34.556,-119.796,345.7,1.4,1.2,2002-02-28,1911,Terra,MODIS,94,6.1,301.2,84.2
34.545,-119.798,334.2,1.4,1.2,2002-02-28,1911,Terra,MODIS,88,6.1,298.2,53.1
34.713,-120.129,309.6,1.1,1,2002-03-04,1847,Terra,MODIS,63,6.1,299.1,4.6
34.397,-118.717,307.8,1.8,1.3,2002-03-08,1822,Terra,MODIS,57,6.1,277.7,24.8
35.22,-118.815,325.3,1.5,1.2,2002-03-15,1828,Terra,MODIS,80,6.1,299.6,30.4
35.239,-118.838,326,1.1,1,2002-03-29,1840,Terra,MODIS,64,6.1,308.9,13.3
35.23,-118.839,334.6,1.1,1,2002-03-29,1840,Terra,MODIS,83,6.1,309.9,24.6
34.403,-118.959,312.6,1.1,1,2002-03-29,1841,Terra,MODIS,33,6.1,296.5,7.6
34.401,-118.947,319.9,1.1,1,2002-03-29,1841,Terra,MODIS,73,6.1,298.3,14.7
34.389,-118.854,310.1,1.1,1,2002-03-29,1841,Terra,MODIS,57,6.1,297.9,6.7
35.24,-118.839,323.8,1.1,1,2002-04-03,1859,Terra,MODIS,57,6.1,306.4,11.8
35.23,-118.841,339.9,1.1,1,2002-04-03,1859,Terra,MODIS,87,6.1,308.8,36.1
35.217,-118.819,329.9,1.1,1,2002-04-03,1859,Terra,MODIS,75,6.1,308.1,19
35.215,-118.807,320.6,1.1,1.1,2002-04-03,1859,Terra,MODIS,32,6.1,304.6,7.3
35.049,-119.092,319,1.3,1.1,2002-04-07,1834,Terra,MODIS,51,6.1,295.3,13.9
35.047,-119.077,321.2,1.3,1.1,2002-04-07,1834,Terra,MODIS,64,6.1,296,17.9
34.833,-120.179,308.9,1.6,1.3,2002-04-08,1917,Terra,MODIS,43,6.1,295.3,10
34.404,-118.952,315.5,1.5,1.2,2002-04-16,1828,Terra,MODIS,63,6.1,299.6,13.2
34.372,-118.974,313.8,1.5,1.2,2002-04-16,1828,Terra,MODIS,40,6.1,298.5,12.5
34.38,-119.181,327.1,3.1,1.7,2002-04-22,1930,Terra,MODIS,79,6.1,303.9,93.6
34.38,-119.187,324.9,3.1,1.7,2002-04-22,1930,Terra,MODIS,76,6.1,303.6,85.5
35.184,-118.824,324.2,1.9,1.4,2002-04-25,1822,Terra,MODIS,66,6.1,304.3,26.3
34.383,-118.857,319.3,1.9,1.3,2002-04-25,1822,Terra,MODIS,66,6.1,298.6,24.3
34.395,-119.076,313.1,1.1,1.1,2002-05-21,1859,Terra,MODIS,23,6.1,297.6,4.9
34.197,-119.061,338.6,1.1,1.1,2002-05-21,1859,Terra,MODIS,88,6.1,304.3,37.3
34.169,-119.099,328.9,1.1,1.1,2002-05-21,1859,Terra,MODIS,80,6.1,302,22.5
34.139,-119.093,314.8,1.1,1.1,2002-05-21,1859,Terra,MODIS,47,6.1,299.2,5.8
34.195,-119.072,316,3.9,1.8,2002-05-22,1804,Terra,MODIS,32,6.1,302.3,41.9
34.599,-119.343,313.1,1.6,1.3,2002-06-02,0543,Terra,MODIS,86,6.1,281,30.5
34.61,-119.346,327.8,1.6,1.3,2002-06-02,0543,Terra,MODIS,100,6.1,281.2,60
34.608,-119.349,319.5,2.4,1.5,2002-06-02,1924,Terra,MODIS,51,6.1,292.9,53.5
34.603,-119.324,366.7,2.4,1.5,2002-06-02,1924,Terra,MODIS,100,6.1,292.4,372.7
34.597,-119.299,322,2.4,1.5,2002-06-02,1924,Terra,MODIS,77,6.1,286.7,66.1
34.59,-119.329,371.7,2.4,1.5,2002-06-02,1924,Terra,MODIS,100,6.1,285.7,426.3
34.585,-119.305,328.4,2.4,1.5,2002-06-02,1924,Terra,MODIS,81,6.1,282.7,88.6
34.56,-119.244,307.9,1.5,1.2,2002-06-03,0626,Terra,MODIS,50,6.1,286.7,16.9
34.558,-119.261,318,1.5,1.2,2002-06-03,0626,Terra,MODIS,96,6.1,289,31.2
34.572,-119.229,350.4,1.5,1.2,2002-06-03,0626,Terra,MODIS,100,6.1,291.7,120.6
34.571,-119.246,413.5,1.5,1.2,2002-06-03,0626,Terra,MODIS,100,6.1,311.5,647.6
34.569,-119.263,440.5,1.5,1.2,2002-06-03,0626,Terra,MODIS,100,6.1,316.1,1116.7
34.583,-119.231,308.1,1.5,1.2,2002-06-03,0626,Terra,MODIS,65,6.1,287.5,17.3
34.581,-119.248,344.5,1.5,1.2,2002-06-03,0626,Terra,MODIS,100,6.1,291.3,96.6
34.58,-119.265,312.8,1.5,1.2,2002-06-03,0626,Terra,MODIS,13,6.1,290.1,19.9
34.591,-119.267,333.8,1.5,1.2,2002-06-03,0626,Terra,MODIS,100,6.1,291.9,64.6
34.606,-119.259,344.7,1.6,1.2,2002-06-03,1829,Terra,MODIS,90,6.1,298,84.4
34.604,-119.241,424,1.6,1.2,2002-06-03,1829,Terra,MODIS,100,6.1,315.2,828.5
34.603,-119.224,340.5,1.6,1.2,2002-06-03,1829,Terra,MODIS,87,6.1,300.5,69.5
34.595,-119.262,374.6,1.6,1.2,2002-06-03,1829,Terra,MODIS,100,6.1,299.7,241.3
34.593,-119.245,400.7,1.6,1.2,2002-06-03,1829,Terra,MODIS,100,6.1,301.6,486.6
34.595,-119.269,346.4,1.6,1.2,2002-06-03,1829,Terra,MODIS,92,6.1,298.8,87
34.594,-119.252,387.6,1.6,1.2,2002-06-03,1829,Terra,MODIS,100,6.1,301.8,347.3
34.592,-119.234,344.2,1.6,1.2,2002-06-03,1829,Terra,MODIS,91,6.1,298.4,79.2
34.582,-119.254,324.2,1.6,1.2,2002-06-03,1829,Terra,MODIS,57,6.1,296.7,25.3
34.581,-119.237,325.9,1.6,1.2,2002-06-03,1829,Terra,MODIS,67,6.1,299.2,29.5
34.58,-119.245,310.3,2.5,1.5,2002-06-04,0531,Terra,MODIS,76,6.1,290.3,39.4
34.6,-119.219,378.9,2.5,1.5,2002-06-04,0531,Terra,MODIS,100,6.1,294.5,563.8
34.594,-119.248,346.7,2.5,1.5,2002-06-04,0531,Terra,MODIS,100,6.1,292.1,211.9
34.608,-119.249,303.2,2.5,1.5,2002-06-04,0531,Terra,MODIS,34,6.1,287.2,23
34.574,-119.248,300.3,2.5,1.5,2002-06-04,0531,Terra,MODIS,7,6.1,288.4,15.3
34.594,-119.224,370,2.5,1.5,2002-06-04,0531,Terra,MODIS,100,6.1,295.8,441.7
34.588,-119.251,322.4,2.5,1.5,2002-06-04,0531,Terra,MODIS,100,6.1,290.8,78.4
34.608,-119.225,345.6,2.5,1.5,2002-06-04,0531,Terra,MODIS,100,6.1,288.7,207.4
34.601,-119.254,314.4,2.5,1.5,2002-06-04,0531,Terra,MODIS,89,6.1,288.7,53.7
35.056,-118.847,334.3,1.6,1.2,2002-06-04,1911,Terra,MODIS,72,6.1,311,34.2
35.052,-118.83,340.5,1.6,1.2,2002-06-04,1911,Terra,MODIS,83,6.1,311.3,48.6
34.612,-119.262,339.8,1.5,1.2,2002-06-04,1911,Terra,MODIS,75,6.1,302.3,61.8
34.609,-119.246,368.5,1.5,1.2,2002-06-04,1911,Terra,MODIS,100,6.1,305,191.5
34.606,-119.229,415.8,1.6,1.2,2002-06-04,1911,Terra,MODIS,100,6.1,312,666.4
34.603,-119.213,500,1.6,1.2,2002-06-04,1911,Terra,MODIS,100,6.1,329,3043.6
34.599,-119.197,361.7,1.6,1.2,2002-06-04,1911,Terra,MODIS,100,6.1,293,152
34.595,-119.23,380.2,1.6,1.2,2002-06-04,1911,Terra,MODIS,100,6.1,310.7,264.9
34.591,-119.214,428.4,1.6,1.2,2002-06-04,1911,Terra,MODIS,100,6.1,316.9,868
34.588,-119.198,339,1.6,1.2,2002-06-04,1911,Terra,MODIS,76,6.1,296.5,53.1
34.584,-119.233,336.8,1.6,1.2,2002-06-04,1911,Terra,MODIS,65,6.1,306.5,39.9
34.58,-119.216,338.4,1.6,1.2,2002-06-04,1911,Terra,MODIS,69,6.1,301.7,45.6
