latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp
34.599,-119.658,363.1,2.1,1.4,2007-08-14,2040,Aqua,MODIS,100,6.1,303.9,232.9
34.594,-119.682,343.9,2.1,1.4,2007-08-14,2040,Aqua,MODIS,87,6.1,310,101.9
34.635,-119.549,328.3,2.1,1.4,2007-08-14,2040,Aqua,MODIS,61,6.1,301.2,42.9
34.63,-119.571,381.2,2.1,1.4,2007-08-14,2040,Aqua,MODIS,100,6.1,306.5,427.1
34.626,-119.594,400.7,2.1,1.4,2007-08-14,2040,Aqua,MODIS,100,6.1,314.1,722.7
34.621,-119.615,382,2.1,1.4,2007-08-14,2040,Aqua,MODIS,100,6.1,307.5,436.2
34.617,-119.637,343.4,2.1,1.4,2007-08-14,2040,Aqua,MODIS,87,6.1,303,98.7
34.647,-119.552,373.4,2.1,1.4,2007-08-14,2040,Aqua,MODIS,100,6.1,299.4,340.1
34.643,-119.574,483.1,2.1,1.4,2007-08-14,2040,Aqua,MODIS,100,6.1,326.2,3627.8
34.638,-119.597,455.5,2.1,1.4,2007-08-14,2040,Aqua,MODIS,94,6.1,323.6,2284.5
34.634,-119.618,376.6,2.1,1.4,2007-08-14,2040,Aqua,MODIS,87,6.1,300.1,371.2
34.66,-119.554,393.6,2.1,1.4,2007-08-14,2040,Aqua,MODIS,100,6.1,299.8,603.2
34.655,-119.577,466.9,2.1,1.4,2007-08-14,2040,Aqua,MODIS,100,6.1,308,2779.7
34.651,-119.601,410.6,2.1,1.4,2007-08-14,2040,Aqua,MODIS,87,6.1,286.5,915.9
34.636,-119.556,347.7,2.1,1.4,2007-08-14,2040,Aqua,MODIS,92,6.1,301.1,131.7
34.632,-119.579,389.1,2.1,1.4,2007-08-14,2040,Aqua,MODIS,100,6.1,311.4,533.6
34.627,-119.601,380.2,2.1,1.4,2007-08-14,2040,Aqua,MODIS,100,6.1,312.2,412.5
34.622,-119.622,353.1,2.1,1.4,2007-08-14,2040,Aqua,MODIS,91,6.1,304,154
34.649,-119.559,431.7,2.1,1.4,2007-08-14,2040,Aqua,MODIS,100,6.1,302.5,1438.4
34.644,-119.582,496.9,2.1,1.4,2007-08-14,2040,Aqua,MODIS,100,6.1,329.7,4483.8
34.639,-119.604,434.6,2.1,1.4,2007-08-14,2040,Aqua,MODIS,94,6.1,313.6,1534.3
34.635,-119.625,348.8,2.1,1.4,2007-08-14,2040,Aqua,MODIS,81,6.1,291.4,129.9
34.666,-119.54,328,2.1,1.4,2007-08-14,2040,Aqua,MODIS,36,6.1,297.8,45
34.661,-119.561,412.9,2.1,1.4,2007-08-14,2040,Aqua,MODIS,100,6.1,302.9,959.2
34.656,-119.585,429.6,2.1,1.4,2007-08-14,2040,Aqua,MODIS,94,6.1,300.9,1383.5
34.652,-119.607,360.1,2.1,1.4,2007-08-14,2040,Aqua,MODIS,75,6.1,274.1,220.8
34.678,-119.543,349.1,2.1,1.4,2007-08-14,2040,Aqua,MODIS,70,6.1,294,146.1
34.674,-119.564,407.1,2.1,1.4,2007-08-14,2040,Aqua,MODIS,100,6.1,301.7,842.5
34.669,-119.587,356.4,2.1,1.4,2007-08-14,2040,Aqua,MODIS,85,6.1,286.6,198.1
34.686,-119.566,338.5,2.1,1.4,2007-08-14,2040,Aqua,MODIS,40,6.1,288.4,99.1
34.72,-119.719,367.9,2.1,1.4,2007-08-14,2041,Aqua,MODIS,78,6.1,298.2,291.5
34.716,-119.74,358.6,2.1,1.4,2007-08-14,2041,Aqua,MODIS,67,6.1,302.7,210.6
34.72,-119.723,376.2,2.1,1.4,2007-08-14,2041,Aqua,MODIS,100,6.1,300,378.9
34.732,-119.729,360.3,2.1,1.4,2007-08-14,2041,Aqua,MODIS,57,6.1,303.6,226.9
34.759,-119.665,364.5,2.1,1.4,2007-08-14,2041,Aqua,MODIS,100,6.1,279.2,271.6
34.754,-119.689,354.6,2.1,1.4,2007-08-14,2041,Aqua,MODIS,97,6.1,282.9,185.3
34.771,-119.669,329.6,2.1,1.4,2007-08-14,2041,Aqua,MODIS,40,6.1,278.6,61.6
34.766,-119.692,355.5,2.1,1.4,2007-08-14,2041,Aqua,MODIS,91,6.1,285.4,194.2
34.761,-119.716,383.4,2.1,1.4,2007-08-14,2041,Aqua,MODIS,100,6.1,297.5,470.5
34.601,-119.578,312.9,1,1,2007-08-15,0606,Terra,MODIS,53,6.1,293.7,7.2
34.6,-119.589,317.5,1,1,2007-08-15,0606,Terra,MODIS,89,6.1,292.5,11.1
34.598,-119.6,313.2,1,1,2007-08-15,0606,Terra,MODIS,71,6.1,291.7,8.3
34.612,-119.569,319.3,1,1,2007-08-15,0606,Terra,MODIS,98,6.1,294.4,11.7
34.61,-119.58,347.5,1,1,2007-08-15,0606,Terra,MODIS,100,6.1,295.8,51.5
34.609,-119.591,366.1,1,1,2007-08-15,0606,Terra,MODIS,100,6.1,293.7,99.6
34.607,-119.602,352.6,1,1,2007-08-15,0606,Terra,MODIS,100,6.1,292.8,63.4
34.606,-119.612,351.5,1,1,2007-08-15,0606,Terra,MODIS,100,6.1,296.1,62.3
34.621,-119.571,351.7,1,1,2007-08-15,0606,Terra,MODIS,100,6.1,297.1,60.8
34.619,-119.582,441.7,1,1,2007-08-15,0606,Terra,MODIS,100,6.1,318.2,604.9
34.618,-119.593,500,1,1,2007-08-15,0606,Terra,MODIS,100,6.1,322.9,1603.5
34.616,-119.604,394.7,1,1,2007-08-15,0606,Terra,MODIS,100,6.1,297.3,219.3
34.614,-119.614,337.4,1,1,2007-08-15,0606,Terra,MODIS,100,6.1,296.1,35.6
34.613,-119.625,319.4,1,1,2007-08-15,0606,Terra,MODIS,88,6.1,293.9,14.4
34.632,-119.552,313.5,1,1,2007-08-15,0606,Terra,MODIS,51,6.1,292.1,6.9
34.631,-119.562,326.5,1,1,2007-08-15,0606,Terra,MODIS,100,6.1,294.1,19.4
34.629,-119.573,378.6,1,1,2007-08-15,0606,Terra,MODIS,100,6.1,302.2,142.2
34.628,-119.584,367.8,1,1,2007-08-15,0606,Terra,MODIS,100,6.1,299.4,103.1
34.626,-119.595,395,1,1,2007-08-15,0606,Terra,MODIS,100,6.1,297.8,219.7
34.625,-119.605,360,1,1,2007-08-15,0606,Terra,MODIS,100,6.1,295,82.6
34.623,-119.616,323.8,1,1,2007-08-15,0606,Terra,MODIS,100,6.1,293.9,18
34.643,-119.543,324.1,1,1,2007-08-15,0606,Terra,MODIS,96,6.1,292.2,16.4
34.641,-119.553,333.2,1,1,2007-08-15,0606,Terra,MODIS,100,6.1,291.8,27.9
34.64,-119.564,387.1,1,1,2007-08-15,0606,Terra,MODIS,100,6.1,299.2,179.4
34.638,-119.575,394.8,1,1,2007-08-15,0606,Terra,MODIS,100,6.1,301.8,218.3
34.637,-119.586,328.3,1,1,2007-08-15,0606,Terra,MODIS,100,6.1,295.8,21.6
34.635,-119.597,332.3,1,1,2007-08-15,0606,Terra,MODIS,100,6.1,294.1,27.6
34.634,-119.607,327,1,1,2007-08-15,0606,Terra,MODIS,100,6.1,292,22
34.632,-119.618,315.6,1,1,2007-08-15,0606,Terra,MODIS,67,6.1,290.7,10.4
34.653,-119.534,341.6,1,1,2007-08-15,0606,Terra,MODIS,100,6.1,293.4,42.2
34.652,-119.545,427.6,1,1,2007-08-15,0606,Terra,MODIS,100,6.1,306.6,459.5
34.65,-119.555,418.5,1,1,2007-08-15,0606,Terra,MODIS,100,6.1,308.3,378.3
34.649,-119.566,348.9,1,1,2007-08-15,0606,Terra,MODIS,100,6.1,299.7,54.9
34.647,-119.577,324.2,1,1,2007-08-15,0606,Terra,MODIS,52,6.1,296.7,17.3
34.662,-119.536,401.4,1,1,2007-08-15,0606,Terra,MODIS,100,6.1,301.4,258.8
34.661,-119.547,462.2,1,1,2007-08-15,0606,Terra,MODIS,100,6.1,324.6,880.3
34.659,-119.557,445.1,1,1,2007-08-15,0606,Terra,MODIS,100,6.1,320.7,646.4
34.658,-119.568,349.3,1,1,2007-08-15,0606,Terra,MODIS,100,6.1,300.4,56.8
34.656,-119.579,322.8,1,1,2007-08-15,0606,Terra,MODIS,56,6.1,297.1,17
34.672,-119.533,318.9,1,1,2007-08-15,0606,Terra,MODIS,98,6.1,292.2,14.3
34.671,-119.543,365.9,1,1,2007-08-15,0606,Terra,MODIS,100,6.1,300.4,100.4
34.669,-119.554,384.9,1,1,2007-08-15,0606,Terra,MODIS,100,6.1,309.3,171.3
34.668,-119.565,342.2,1,1,2007-08-15,0606,Terra,MODIS,100,6.1,297.6,44
34.666,-119.576,316.2,1,1,2007-08-15,0606,Terra,MODIS,77,6.1,295.1,10.7
34.665,-119.586,311.5,1,1,2007-08-15,0606,Terra,MODIS,58,6.1,296.1,7.8
34.681,-119.534,343.5,1,1,2007-08-15,0606,Terra,MODIS,100,6.1,293.8,47.3
34.68,-119.545,385.4,1,1,2007-08-15,0606,Terra,MODIS,100,6.1,300.1,173.7
34.678,-119.556,353.5,1,1,2007-08-15,0606,Terra,MODIS,100,6.1,296.3,66.5
34.677,-119.567,318.2,1,1,2007-08-15,0606,Terra,MODIS,96,6.1,292.1,12.7
34.69,-119.536,365.3,1,1,2007-08-15,0606,Terra,MODIS,100,6.1,297.6,98.6
34.689,-119.547,476.1,1,1,2007-08-15,0606,Terra,MODIS,100,6.1,329.4,1112.4
34.687,-119.558,382.8,1,1,2007-08-15,0606,Terra,MODIS,100,6.1,300.2,162.4
34.686,-119.569,322.1,1,1,2007-08-15,0606,Terra,MODIS,88,6.1,291.4,15.4
34.684,-119.58,314.7,1,1,2007-08-15,0606,Terra,MODIS,16,6.1,290.1,9.4
34.699,-119.538,324.5,1,1,2007-08-15,0606,Terra,MODIS,100,6.1,292.9,19.8
34.697,-119.549,422.1,1,1,2007-08-15,0606,Terra,MODIS,100,6.1,312.7,410.6
34.696,-119.56,381.3,1,1,2007-08-15,0606,Terra,MODIS,100,6.1,301.7,155
34.694,-119.571,310.6,1,1,2007-08-15,0606,Terra,MODIS,61,6.1,290,6.5
34.693,-119.581,307.7,1,1,2007-08-15,0606,Terra,MODIS,25,6.1,288.8,5
34.706,-119.551,316.1,1,1,2007-08-15,0606,Terra,MODIS,77,6.1,291.8,12
34.705,-119.562,327.6,1,1,2007-08-15,0606,Terra,MODIS,100,6.1,291.9,23.6
34.73,-119.645,302.6,1,1,2007-08-15,0606,Terra,MODIS,29,6.1,289.9,4.2
34.718,-119.731,315,1,1,2007-08-15,0606,Terra,MODIS,90,6.1,293,13.5
34.728,-119.722,321.9,1,1,2007-08-15,0606,Terra,MODIS,100,6.1,292,19.3
34.726,-119.733,326.5,1,1,2007-08-15,0606,Terra,MODIS,100,6.1,292.8,24.3
34.756,-119.657,313.3,1,1,2007-08-15,0606,Terra,MODIS,70,6.1,293.2,10.9
34.765,-119.658,308.7,1,1,2007-08-15,0606,Terra,MODIS,69,6.1,290.1,8.4
34.754,-119.734,351.3,1,1,2007-08-15,0606,Terra,MODIS,100,6.1,298.5,63.8
34.765,-119.725,308.3,1,1,2007-08-15,0606,Terra,MODIS,71,6.1,293.1,7.1
34.655,-119.54,380.5,3.3,1.7,2007-08-15,1809,Terra,MODIS,100,6.1,296.1,828.9
34.64,-119.544,433.6,3.3,1.7,2007-08-15,1809,Terra,MODIS,100,6.1,301.9,2922.2
34.637,-119.507,385.8,3.3,1.7,2007-08-15,1809,Terra,MODIS,100,6.1,301.6,942.5
34.626,-119.584,361.8,3.4,1.7,2007-08-15,1809,Terra,MODIS,94,6.1,293.9,428.1
34.624,-119.547,362.6,3.3,1.7,2007-08-15,1809,Terra,MODIS,90,6.1,296.5,456.7
34.644,-119.55,423.2,3.3,1.7,2007-08-15,1809,Terra,MODIS,94,6.1,299.3,2356.2
34.642,-119.514,410.6,3.3,1.7,2007-08-15,1809,Terra,MODIS,100,6.1,303.3,1770.6
34.631,-119.591,347.9,3.4,1.7,2007-08-15,1809,Terra,MODIS,79,6.1,291.6,247
34.629,-119.554,376.8,3.3,1.7,2007-08-15,1809,Terra,MODIS,94,6.1,296.5,735.5
34.626,-119.516,341.6,3.3,1.7,2007-08-15,1809,Terra,MODIS,86,6.1,298.6,199.4
34.615,-119.594,374.2,3.4,1.7,2007-08-15,1809,Terra,MODIS,100,6.1,297.4,682.8
34.613,-119.554,370.1,3.3,1.7,2007-08-15,1809,Terra,MODIS,100,6.1,298.5,605.1
34.6,-119.595,368.3,3.4,1.7,2007-08-15,1809,Terra,MODIS,100,6.1,302.5,572.3
34.597,-119.552,342.9,3.3,1.7,2007-08-15,1809,Terra,MODIS,88,6.1,301.5,217.9
34.762,-119.724,318,1.8,1.3,2007-08-15,1021,Aqua,MODIS,96,6.1,293.9,36
34.72,-119.64,303,1.8,1.3,2007-08-15,1021,Aqua,MODIS,35,6.1,290,12.3
34.704,-119.562,304.2,1.8,1.3,2007-08-15,1021,Aqua,MODIS,59,6.1,288.5,14.3
34.7,-119.542,315.3,1.8,1.3,2007-08-15,1021,Aqua,MODIS,91,6.1,292.3,33
34.753,-119.73,315.8,1.8,1.3,2007-08-15,1021,Aqua,MODIS,92,6.1,293.6,31.7
34.724,-119.644,301.3,1.8,1.3,2007-08-15,1021,Aqua,MODIS,39,6.1,289.8,11
34.705,-119.546,313,1.8,1.3,2007-08-15,1021,Aqua,MODIS,86,6.1,290.5,28.4
34.693,-119.55,318.8,1.8,1.3,2007-08-15,1021,Aqua,MODIS,98,6.1,293.3,38.7
34.689,-119.529,313.2,1.8,1.3,2007-08-15,1021,Aqua,MODIS,87,6.1,293.6,27.2
34.682,-119.554,337.7,1.8,1.3,2007-08-15,1021,Aqua,MODIS,100,6.1,296.1,92.8
34.678,-119.533,375.7,1.8,1.3,2007-08-15,1021,Aqua,MODIS,100,6.1,301.8,327
34.674,-119.512,333.7,1.8,1.3,2007-08-15,1021,Aqua,MODIS,100,6.1,293.5,80.7
34.67,-119.556,310.9,1.8,1.3,2007-08-15,1021,Aqua,MODIS,51,6.1,295.1,21
34.666,-119.536,338.9,1.8,1.3,2007-08-15,1021,Aqua,MODIS,100,6.1,299,97.5
34.659,-119.559,311.8,1.8,1.3,2007-08-15,1021,Aqua,MODIS,46,6.1,297.1,22.5
34.655,-119.54,334.4,1.8,1.3,2007-08-15,1021,Aqua,MODIS,100,6.1,301.6,80.8
34.647,-119.562,342.4,1.8,1.3,2007-08-15,1021,Aqua,MODIS,100,6.1,302.1,110.2
34.643,-119.542,385.2,1.8,1.3,2007-08-15,1021,Aqua,MODIS,100,6.1,312.5,420.6
34.639,-119.523,321.1,1.8,1.3,2007-08-15,1021,Aqua,MODIS,100,6.1,295.2,42.2
34.639,-119.583,314.3,1.8,1.3,2007-08-15,1021,Aqua,MODIS,86,6.1,294.4,28.2
34.635,-119.565,377.5,1.8,1.3,2007-08-15,1021,Aqua,MODIS,100,6.1,303.7,341.3
34.631,-119.545,382.3,1.8,1.3,2007-08-15,1021,Aqua,MODIS,100,6.1,304.6,390.2
34.627,-119.525,316.4,1.8,1.3,2007-08-15,1021,Aqua,MODIS,93,6.1,293.8,31.6
34.627,-119.586,348.3,1.8,1.3,2007-08-15,1021,Aqua,MODIS,100,6.1,298.8,138.8
34.623,-119.566,371.1,1.8,1.3,2007-08-15,1021,Aqua,MODIS,100,6.1,302,285.6
34.619,-119.547,304.9,1.8,1.3,2007-08-15,1021,Aqua,MODIS,62,6.1,294.3,11.1
34.62,-119.609,320.9,1.8,1.3,2007-08-15,1021,Aqua,MODIS,100,6.1,296.6,44.8
34.615,-119.588,355.5,1.8,1.3,2007-08-15,1021,Aqua,MODIS,100,6.1,302.6,176.7
34.612,-119.57,320.4,1.8,1.3,2007-08-15,1021,Aqua,MODIS,100,6.1,297.3,38.6
34.63,-119.572,367.9,1.8,1.3,2007-08-15,1021,Aqua,MODIS,100,6.1,302.4,259
34.626,-119.553,321.2,1.8,1.3,2007-08-15,1021,Aqua,MODIS,100,6.1,297.7,40.2
34.622,-119.594,337.5,1.8,1.3,2007-08-15,1021,Aqua,MODIS,100,6.1,298.9,91.3
34.618,-119.575,356,1.8,1.3,2007-08-15,1021,Aqua,MODIS,100,6.1,302.7,178
34.614,-119.556,310.5,1.8,1.3,2007-08-15,1021,Aqua,MODIS,65,6.1,295.7,18.1
34.614,-119.617,310.4,1.8,1.3,2007-08-15,1021,Aqua,MODIS,80,6.1,295,22.1
34.61,-119.597,344.8,1.8,1.3,2007-08-15,1021,Aqua,MODIS,100,6.1,298.8,122.7
34.607,-119.58,311.3,1.8,1.3,2007-08-15,1021,Aqua,MODIS,82,6.1,296.7,21.3
34.592,-119.553,340.4,1.2,1.1,2007-08-15,2123,Aqua,MODIS,84,6.1,292.4,38.1
34.591,-119.566,334.4,1.2,1.1,2007-08-15,2123,Aqua,MODIS,77,6.1,298.4,24.9
34.589,-119.578,327.2,1.2,1.1,2007-08-15,2123,Aqua,MODIS,57,6.1,305.6,11.8
34.588,-119.591,339.2,1.2,1.1,2007-08-15,2123,Aqua,MODIS,83,6.1,307.1,33.3
34.6,-119.568,404.3,1.2,1.1,2007-08-15,2123,Aqua,MODIS,100,6.1,304.3,350.4
34.599,-119.58,411.5,1.2,1.1,2007-08-15,2123,Aqua,MODIS,100,6.1,314.6,413.4
34.597,-119.592,457.9,1.2,1.1,2007-08-15,2123,Aqua,MODIS,100,6.1,333.7,1060.5
34.596,-119.604,365.3,1.2,1.1,2007-08-15,2123,Aqua,MODIS,100,6.1,315.3,109.4
34.595,-119.618,332.5,1.2,1.1,2007-08-15,2123,Aqua,MODIS,57,6.1,311,17
34.615,-119.53,337.2,1.2,1.1,2007-08-15,2123,Aqua,MODIS,70,6.1,286.1,37.3
34.613,-119.542,393.5,1.2,1.1,2007-08-15,2123,Aqua,MODIS,94,6.1,292.1,271.7
34.612,-119.556,433.6,1.2,1.1,2007-08-15,2123,Aqua,MODIS,100,6.1,311.4,674.6
34.61,-119.569,385.1,1.2,1.1,2007-08-15,2123,Aqua,MODIS,100,6.1,305.3,209.9
34.609,-119.581,352.9,1.2,1.1,2007-08-15,2123,Aqua,MODIS,95,6.1,303.6,66.3
34.607,-119.594,356.6,1.2,1.1,2007-08-15,2123,Aqua,MODIS,97,6.1,309.1,74.9
34.606,-119.606,351.2,1.2,1.1,2007-08-15,2123,Aqua,MODIS,94,6.1,314.1,59.3
34.625,-119.531,346.1,1.2,1.1,2007-08-15,2123,Aqua,MODIS,90,6.1,288.9,58.3
34.623,-119.544,391.1,1.2,1.1,2007-08-15,2123,Aqua,MODIS,100,6.1,294.9,254.7
34.622,-119.557,397.4,1.2,1.1,2007-08-15,2123,Aqua,MODIS,100,6.1,304.6,295.9
34.62,-119.57,359.9,1.2,1.1,2007-08-15,2123,Aqua,MODIS,99,6.1,300.7,91
34.619,-119.583,341,1.2,1.1,2007-08-15,2123,Aqua,MODIS,57,6.1,300.5,34.5
34.634,-119.533,356.7,1.2,1.1,2007-08-15,2123,Aqua,MODIS,98,6.1,297.9,86.9
34.633,-119.546,365.9,1.2,1.1,2007-08-15,2123,Aqua,MODIS,100,6.1,299.5,118.9
34.631,-119.559,349.9,1.2,1.1,2007-08-15,2123,Aqua,MODIS,93,6.1,296.4,61.3
34.63,-119.572,332.5,1.2,1.1,2007-08-15,2123,Aqua,MODIS,44,6.1,293.9,20.9
34.646,-119.522,333,1.2,1.1,2007-08-15,2123,Aqua,MODIS,48,6.1,295.4,29.1
34.644,-119.535,359.1,1.2,1.1,2007-08-15,2123,Aqua,MODIS,90,6.1,304.8,93.2
34.655,-119.524,337.7,1.2,1.1,2007-08-15,2123,Aqua,MODIS,81,6.1,294.3,38.8
34.654,-119.537,373.6,1.2,1.1,2007-08-15,2123,Aqua,MODIS,100,6.1,304.3,155.8
34.652,-119.55,341.4,1.2,1.1,2007-08-15,2123,Aqua,MODIS,81,6.1,295.9,42.8
34.655,-119.529,359.5,1.2,1.1,2007-08-15,2123,Aqua,MODIS,99,6.1,297.6,98.8
34.654,-119.542,354.8,1.2,1.1,2007-08-15,2123,Aqua,MODIS,90,6.1,302.7,81.1
34.667,-119.517,350.6,1.2,1.1,2007-08-15,2123,Aqua,MODIS,93,6.1,290.5,70.5
34.665,-119.531,477.6,1.2,1.1,2007-08-15,2123,Aqua,MODIS,100,6.1,315.6,1514.1
34.677,-119.519,331.5,1.2,1.1,2007-08-15,2123,Aqua,MODIS,27,6.1,291.6,26.4
34.683,-119.548,333.3,1.2,1.1,2007-08-15,2123,Aqua,MODIS,48,6.1,291.5,29.8
34.712,-119.728,340.1,1.2,1.1,2007-08-15,2123,Aqua,MODIS,68,6.1,306.3,32.4
34.745,-119.533,369.9,1.2,1.1,2007-08-15,2123,Aqua,MODIS,100,6.1,297.7,148.9
34.722,-119.729,384,1.2,1.1,2007-08-15,2123,Aqua,MODIS,100,6.1,310.6,201.8
34.748,-119.526,345,1.2,1.1,2007-08-15,2123,Aqua,MODIS,89,6.1,295.8,62.5
34.747,-119.539,344,1.2,1.1,2007-08-15,2123,Aqua,MODIS,88,6.1,297.2,60.1
34.726,-119.723,344.8,1.2,1.1,2007-08-15,2123,Aqua,MODIS,76,6.1,309.4,41.6
34.724,-119.736,345.8,1.2,1.1,2007-08-15,2123,Aqua,MODIS,78,6.1,306.8,44.7
34.736,-119.723,368.5,1.2,1.1,2007-08-15,2123,Aqua,MODIS,100,6.1,305.1,120
34.734,-119.737,398.7,1.2,1.1,2007-08-15,2123,Aqua,MODIS,100,6.1,310.8,296.4
34.753,-119.661,330.1,1.2,1.1,2007-08-15,2123,Aqua,MODIS,62,6.1,295.2,27.1
34.745,-119.724,375.5,1.2,1.1,2007-08-15,2123,Aqua,MODIS,100,6.1,305.2,157.2
34.744,-119.737,452.3,1.2,1.1,2007-08-15,2123,Aqua,MODIS,100,6.1,336.8,948.7
34.742,-119.75,370.2,1.2,1.1,2007-08-15,2123,Aqua,MODIS,100,6.1,315,135.2
34.768,-119.61,332.4,1.2,1.1,2007-08-15,2123,Aqua,MODIS,72,6.1,290.7,36
34.755,-119.726,343,1.2,1.1,2007-08-15,2123,Aqua,MODIS,87,6.1,303.7,46.6
34.754,-119.738,388.2,1.2,1.1,2007-08-15,2123,Aqua,MODIS,100,6.1,312.1,229.7
34.752,-119.751,339.3,1.2,1.1,2007-08-15,2123,Aqua,MODIS,83,6.1,310,37.3
34.766,-119.715,337.2,1.2,1.1,2007-08-15,2123,Aqua,MODIS,78,6.1,299.1,37.9
34.765,-119.728,343.6,1.2,1.1,2007-08-15,2123,Aqua,MODIS,88,6.1,301.4,50.7
34.574,-119.545,319.3,3.7,1.8,2007-08-16,0649,Terra,MODIS,98,6.1,288.8,106.6
34.572,-119.583,318,3.7,1.8,2007-08-16,0649,Terra,MODIS,95,6.1,290.6,96.6
34.592,-119.511,314.7,3.7,1.8,2007-08-16,0649,Terra,MODIS,85,6.1,291.4,78.3
34.59,-119.55,394.9,3.7,1.8,2007-08-16,0649,Terra,MODIS,100,6.1,297.4,1484
34.588,-119.586,438.4,3.7,1.8,2007-08-16,0649,Terra,MODIS,100,6.1,307.8,3777.8
34.586,-119.623,319.3,3.7,1.8,2007-08-16,0649,Terra,MODIS,98,6.1,291.3,102.8
34.582,-119.551,370.7,3.7,1.8,2007-08-16,0649,Terra,MODIS,100,6.1,293.2,778.1
34.58,-119.588,368.8,3.7,1.8,2007-08-16,0649,Terra,MODIS,100,6.1,294.1,730
34.6,-119.519,341.6,3.7,1.8,2007-08-16,0649,Terra,MODIS,100,6.1,293,297
34.598,-119.558,399.1,3.7,1.8,2007-08-16,0649,Terra,MODIS,100,6.1,298.5,1635.2
34.596,-119.592,426.2,3.7,1.8,2007-08-16,0649,Terra,MODIS,100,6.1,305.2,2956
34.594,-119.631,313.6,3.7,1.8,2007-08-16,0649,Terra,MODIS,65,6.1,291.1,70.2
34.616,-119.518,309.3,3.7,1.8,2007-08-16,0649,Terra,MODIS,38,6.1,291.4,52.2
34.614,-119.555,321,3.7,1.8,2007-08-16,0649,Terra,MODIS,100,6.1,291.6,112.9
34.612,-119.593,311.8,3.7,1.8,2007-08-16,0649,Terra,MODIS,25,6.1,290.8,55.5
34.632,-119.517,349.2,3.7,1.8,2007-08-16,0649,Terra,MODIS,100,6.1,293.5,399.5
34.63,-119.557,325.7,3.7,1.8,2007-08-16,0649,Terra,MODIS,100,6.1,291.9,146.5
34.665,-119.521,379.4,3.7,1.8,2007-08-16,0649,Terra,MODIS,100,6.1,294.3,1010
34.662,-119.564,321.1,3.7,1.8,2007-08-16,0649,Terra,MODIS,100,6.1,290.9,115.8
34.681,-119.524,310.5,3.7,1.8,2007-08-16,0649,Terra,MODIS,69,6.1,290.6,60
34.624,-119.523,326.7,3.7,1.8,2007-08-16,0649,Terra,MODIS,100,6.1,292.8,156.5
34.622,-119.561,318.1,3.7,1.8,2007-08-16,0649,Terra,MODIS,95,6.1,291.3,93.9
34.64,-119.526,340,3.7,1.8,2007-08-16,0649,Terra,MODIS,100,6.1,292.6,281.2
34.674,-119.49,306,3.8,1.8,2007-08-16,0649,Terra,MODIS,4,6.1,289.9,40.6
34.672,-119.53,375.7,3.7,1.8,2007-08-16,0649,Terra,MODIS,100,6.1,294.3,913.1
34.702,-119.579,310.3,3.7,1.8,2007-08-16,0649,Terra,MODIS,70,6.1,289,63.4
34.709,-119.743,314.5,3.6,1.8,2007-08-16,0649,Terra,MODIS,85,6.1,291.6,80.3
34.725,-119.742,366.6,3.6,1.8,2007-08-16,0649,Terra,MODIS,100,6.1,296,676.6
34.723,-119.783,327.4,3.6,1.8,2007-08-16,0649,Terra,MODIS,100,6.1,290.1,157.7
34.742,-119.735,386.8,3.6,1.8,2007-08-16,0649,Terra,MODIS,100,6.1,295.5,1174.7
34.74,-119.776,379.3,3.6,1.8,2007-08-16,0649,Terra,MODIS,100,6.1,294.2,953
34.758,-119.735,351.3,3.6,1.8,2007-08-16,0649,Terra,MODIS,100,6.1,292.1,411.7
34.756,-119.771,360.7,3.6,1.8,2007-08-16,0649,Terra,MODIS,100,6.1,293.6,552.2
34.718,-119.748,327.9,3.6,1.8,2007-08-16,0649,Terra,MODIS,100,6.1,292.8,166
34.734,-119.745,396.2,3.6,1.8,2007-08-16,0649,Terra,MODIS,100,6.1,299.1,1487.2
34.732,-119.785,353.3,3.6,1.8,2007-08-16,0649,Terra,MODIS,100,6.1,291.5,436.9
34.751,-119.739,375.7,3.6,1.8,2007-08-16,0649,Terra,MODIS,100,6.1,294,875.4
34.748,-119.778,362.4,3.6,1.8,2007-08-16,0649,Terra,MODIS,100,6.1,293.1,585.8
34.766,-119.742,324,3.6,1.8,2007-08-16,0649,Terra,MODIS,100,6.1,291.7,136.3
34.765,-119.777,317.5,3.6,1.8,2007-08-16,0649,Terra,MODIS,94,6.1,291.8,90.8
34.773,-119.59,321.8,1,1,2007-08-16,1852,Terra,MODIS,43,6.1,300.5,12.5
34.772,-119.579,397.4,1,1,2007-08-16,1852,Terra,MODIS,100,6.1,312.8,232
34.77,-119.568,355.1,1,1,2007-08-16,1852,Terra,MODIS,97,6.1,302.2,67.1
34.765,-119.536,379.1,1,1,2007-08-16,1852,Terra,MODIS,100,6.1,301.8,144.5
34.764,-119.525,328.1,1,1,2007-08-16,1852,Terra,MODIS,70,6.1,297.4,21
34.772,-119.707,347,1,1,2007-08-16,1852,Terra,MODIS,92,6.1,312.4,40.2
34.77,-119.697,335.9,1,1,2007-08-16,1852,Terra,MODIS,83,6.1,315.7,20.9
34.774,-119.785,338.6,1,1,2007-08-16,1852,Terra,MODIS,86,6.1,304.3,31.3
34.772,-119.774,333.6,1,1,2007-08-16,1852,Terra,MODIS,68,6.1,302.4,22.2
34.767,-119.797,387.5,1,1,2007-08-16,1852,Terra,MODIS,100,6.1,310.8,174.9
